JI1_140112	JI1_140112,JI8_24235
AD-AS_25901	AD-AS_25901,AD-DS_295242
TU-EFF_331258	TU-EFF_331258,AD-EFF_56984
JI5_334971	JI5_334971,JI10_63918,JI9_26536,JI13_10826,JI14_29605,JI1_304251,JI8_149905,JI12_197338,JI7_95305,JI4_52918,JI3_60543,JI11_95915
JI12_224351	JI12_224351,JI13_105566,JI14_256772
HP17_6024	HP17_6024,HP84_9822,HP72_44506,NC3_2013,ES31_11785,PL1_3821,PL3_5936,PL5_13537,HP3_8569,HP74_25602,HP11_94576,PL13_635,HP73_93898,HP2_618,HP32_627,HP40_5304,PL2_177,HP80_16207,HP76_56309,PL18_6047,HP31_6665,HP26_2484,HP4_15781,PL65_10983,HP25_7893,HP34_8308,ES36_10913,PL66_47200,PL50_18949,PL19_1278,HP75_26544,PL56_4135,PL49_39163,PL75_9483,HP79_42489,ES3_4029,ES1_951,HP81_82481,HP22_2587,PL34_23417,HP82_22428,HP35_11273,HP20_6021,HP18_2892,PL20_3645,HP21_1399
TU-EFF_293786	TU-EFF_293786
HP32_4039	HP32_4039,HP40_739,ES38_2831,ES33_19615,ES39_13771,ES32_79250,HP47_75067,HP49_53894,HP36_47780,HP37_141179,ES43_87020,HP38_7580
EM-DS_29814	EM-DS_29814
ES36_6217	ES36_6217
JI13_271611	JI13_271611,JI12_188961,JI9_110989,JI14_178944,JI13_186940
EM-AS_184824	EM-AS_184824
HP26_2966	HP26_2966,HP1_5241,HP23_409,HP19_4930,HP21_10916,HP91_1728,HP12_154121,HP81_101077,HP20_5130,HP88_3829,HP17_7926,HP82_25785,HP80_4271,HP92_4311,HP86_2394,HP24_6638,HP79_50836,HP3_1415,HP11_122589,HP34_3384,HP2_14657,HP25_7818,HP18_4253,HP35_9383,HP27_8795,HP4_40168,NC3_3238,HP6_18010,HP76_153471,HP22_4096,OC8_3893,SJ6_4436,HP16_1031,PL70_14173,HP89_912,HP32_2437,SJ7_1455,SJ14_3949,PL75_5140,ES42_8238,ES46_84,JW7_1605,HP83_170518,PL1_3827,OC6_3546,ES3_5429,OC4_2440,ES40_49114,PL16_1776,HP75_34253,OC5_1841,PL19_3144,HP90_823,HP74_3418,PL63_26220,PL3_1526,PL5_1786,PL69_87654,PL66_45068,PL2_7392,ES36_28040,HP36_165283,ES11_87014,HP59_2338,OC9_1015,ES15_3521,HP31_292,JW6_2742,PL68_154788,HP40_1473,IL9_148870,PL15_557,ES44_1975,PL4_3764,ES9_5520,HP72_55365,SB3_3151,IL34_80007,ES16_2221,HP87_1365,HP85_3329,PL13_7776,PL20_5220,HP15_987,PL46_9830,ES38_3966,ES43_4857,IL12_62273,PL25_419,HP47_260612,IL16_11598,ES30_1850,IL18_27568,HP52_4712,ES28_7482,ES17_2119,IL17_40530,HP48_190190,HP37_58008,HP13_1018,JI9_57228,HP84_4100,IL31_99430,IL37_58081,PL18_566,HP29_49626,IL28_49427,SJ4_589,IL22_14056,IL38_90996,IL20_71389,JI3_107388,IL10_82370,HP28_222661,SJ5_4527,HP14_2394,PL17_2699,IL1_51110,PL27_373,SB1_1175,ES1_1747,JI7_172414,IL6_44735,ES35_23238,JI1_50029,ES45_13596,NC2_755,IL19_65068,IL8_5960,IL3_132903,IL36_17519,IL24_15930,IL2_20292,HP38_10155,NC7_1772,IL27_29370,PL45_70695,SJ9_898,PL49_47955,PL71_100475,IL23_48924,PL61_35860,JW5_1657,PL34_15655,HP49_38116,SB4_3189,JI5_57812
EM-AS_330435	EM-AS_330435,EM-DS_236215,TU-AS_68236,SF55_58001,SF62_73339,TG-DS_110063,TG-AS_132676,SF51_103668,SF51_123742,SF48_153034,SF56_49374,ZR-DS_68119,EM-EFF_75673,SF52_209792,SF52_87649,SF65_158634,SF54_45615,SF67_67271,SF49_65211,SF58_67196,SF68_112289,SF49_21402,SF17_74747,SF53_120917,TU-DS_255385,SF63_237596,SF50_113344,KB14_42836,SF15_25492,SF13_70352,SF12_45564,FD-AS_261840,ZR-AS_51584,KB21_123535,SF50_112227,WT-AS_27663,FD-DS_244240,SF63_165964
ES28_6702	ES28_6702,PL62_14887,HP49_78108,HP26_3319,PL61_22702,PL46_7505,HP32_7895,HP75_26149,HP11_114231,PL56_983,HP54_34738,HP59_5490,HP34_1169,PL48_9650,PL68_44356,HP48_15274,HP31_6609,HP27_1514,PL34_8763,PL49_66793,PL32_44573,HP36_193126,HP52_4822,HP3_4104,PL69_43190,ES20_34574,PL25_4877,PL47_1055,HP51_47517,HP29_35025,PL33_2173,PL12_38730,HP35_4441,PL57_74216,HP77_59592,HP25_935,PL13_7212,ES18_13314,PL75_1534,HP64_109457,HP72_34721,HP28_155636,PL5_14292,HP40_6012,PL64_42569,PL2_574,PL72_5191,PL45_55944,PL54_4884,HP10_131049,HP84_11901,HP53_66698,PL4_9784,HP4_15157,PL18_1561,ES32_11957,HP62_152918,IL10_83572,HY2_23716,ES34_34349,AD-INF_166655,PL26_24221,PL55_3750,PL17_3125,HP60_334045,ES1_3098,NC7_1588,IL38_83090,XS2_17721,IL12_19236,XS3_69155,ES45_9770,HP6_138792,PL20_506,WC9_38220,WC12_15608,PL27_2644,HP63_197669,XS1_60252,PL28_17379,ES24_3683,HP38_7436,PL59_9673,ES26_17316,HP12_126805,TU-EFF_153197,ES21_12988,HP82_22879,PL29_3321,HP24_2181,PL1_3596,PL19_376,PL53_6120,IL22_70506,ES29_39198,PL67_17172,IL29_7461,WT-INF_121097,IL32_19565,PL50_8972,TE-INF_143209,HT2_58754,IL9_92243,IL20_98030,WC20_18173,HP79_63166,ES17_730,HP47_142740,ES3_9523,OC8_2009,HP76_12778,ES40_6608,ES33_5788,HP73_24402,NC2_1670,HP1_2501,WC8_1233,PL66_50103,IL41_32722,IL31_39030,WC23_10262,ZS1_58457,ES19_1211,WC7_22409,WC6_11560,WC10_31951,ES36_9634,PL21_32623,IL35_102314,HY3_66654,IL18_10914,IL17_73792,WC18_51703,IL39_30610,IL27_32267,PL63_15828,HP80_8813,HP2_13357,HP37_207069,ES16_552,WC14_44434,SJ4_533,IL40_5013,IL8_23156,FR-INF_297778,SJ15_4403,SB7_6494,ES22_1685,IL37_68737,ES30_8020,NC3_1118,IL25_59662,PL70_2043,WC11_4735,PL58_1659,WC31_6312,FD-INF_112917,ES23_11743,SJ8_352,HY1_65174,OC9_2375,HP89_2188,HP92_1792,IL30_50725,FD-EFF_74412,HP88_1803,HP81_137983,SB1_208,HP74_4515,HP21_3637,SA2_63651,IL34_64274,WC4_1914,OC5_699,HP22_142,WC2_28035,ES46_1905,ES44_4702,WC26_5075,ES43_44226,WC32_9428,HP78_42268,AD-EFF_263382,JW6_3603,MN-EFF_220158,WC3_20939,HP18_4015,SJ1_26,IL19_45694,WC19_11521,HP19_3598,ES38_3548,ES46_3425,ES44_1609,SB2_180,WC33_21906,HP61_258772,IL42_50105,HP17_1145,PL65_22938,HP85_156,OC7_2571,WC35_59824,MN-INF_237409,OC7_709,NC6_1107,HP91_5773,ES30_14001,OC1_291,PL15_2703,ES15_6972,HP91_352,IL28_27424,GU3_20173,SJ6_1118,JW5_1325,WC16_32627,ES11_118562,HP19_3599,SJ5_665,IL23_14135,ES15_2986,JW2_118,HP20_1631,ES21_54614,GU2_100834,SB1_2815,IL2_104930,PL15_1046,SA1_73626,WC22_24060,OC6_4466,PL37_19785,OC4_1496,IL14_19151,IL4_114838,HP37_111368,ES25_14685,PL70_5579,NI3_30620,HP13_1603,ES15_5168,OC4_447,OC6_2025,HP22_1503,PL60_3843,HP75_26807,NI1_82660,ZS3_3605,SJ7_2039,TG-INF_96454
SF11_40828	SF11_40828,SF13_73236,SF14_86024,SF4_1089,SF12_38821,SF15_8447,SF10_21700
SJ14_4563	SJ14_4563,ES46_2457,HP91_1762,SB3_3395,SJ7_2276,ES11_18478,SB1_865,HP92_1170,ES44_5079,ES43_17114,ES9_2277,SJ5_359,HP18_4841,HP19_2757,PL75_6094,OC3_656,NC3_2138,ES16_329,ES38_4845,IL32_150568,ES42_11517,SJ14_1185,SJ7_3998,OC6_2590,ES46_1450
HY3_47375	HY3_47375,HY2_25514,HY1_108701
JI13_163415	JI13_163415
IL4_9163	IL4_9163,IL21_63826,SJ5_269,IL26_71850,SA2_68892,IL11_36077,IL20_70147,IL23_16308,IL12_74917,IL6_95415,WC25_28272,IL1_8161,IL25_30035,IL27_3468,IL7_34861,IL10_74938,IL13_85471,IL22_37935,HY2_28239,HY3_68816,IL30_61262,IL24_43632,SA2_103163,IL18_24970,IL9_163419,IL5_49772,IL28_43381,IL3_68508,HY1_47515,WC12_32898,WC10_31457,WC31_21418,IL19_18359,WC35_44037,WC26_19769,WC20_25577,WC26_1262,WC23_30299
SF62_26425	SF62_26425,SF63_140068,SF64_58824,SF68_49357,SF61_63358
HP59_4443	HP59_4443,HP23_1032,HP22_7450
PL66_22797	PL66_22797
PL49_65972	PL49_65972,PL47_1878,PL25_5077,PL50_44790,PL48_7063,PL26_28181,PL27_2317
HP74_6966	HP74_6966,HP76_104660,HP75_42025,HP72_43739,HP73_37768,HP79_124872
HP80_9079	HP80_9079,HP82_10535
ES33_41687	ES33_41687,ES31_7794,ES32_36898,ES34_203528,ES30_3568,ES29_105605,AH-AS_205405,PL56_354,AH-EFF_78672
FD-EFF_225171	FD-EFF_225171
PL57_74440	PL57_74440,ES11_83455,ES42_4107,ES9_5644,ES38_2886,OC7_1234,PL36_14780
TU-AS_83582	TU-AS_83582,TU-EFF_72273,FR-EFF_252617,TU-DS_317175,SF40_12976,SF37_14316,SF39_56713,SF38_17615,SF41_2931,JI12_70589,SF36_29480,SF43_63858,JI14_133515,JI13_194871,JI12_151324,JI13_155255,SF24_57555,MN-EFF_193704
AH-INF_48626	AH-INF_48626,AH-DS_68606,AH-EFF_69180,TU-DS_339063,TU-AS_131750,AH-AS_144471
WT-EFF_34318	WT-EFF_34318,JI12_70224,TE-EFF_149677,JI9_84990,AH-EFF_105742,JI14_258288,EM-EFF_38264,WT-DS_317805,WT-INF_14421,WT-AS_338431,TE-EFF_83017
MN-DS_275063	MN-DS_275063,MN-AS_841,ES28_26146
SF49_92472	SF49_92472,SF50_86134,TG-DS_244653
FD-EFF_151992	FD-EFF_151992,FD-DS_28004,FD-AS_235341,SF64_98675,TU-EFF_285705,TU-DS_283928,FR-DS_135655,SF63_166913,SF62_79296,SF67_115119,FD-INF_93686,SF65_33783
SJ14_326	SJ14_326,SB3_6082,HP92_6163
EM-EFF_239919	EM-EFF_239919,WT-EFF_10558,AD-AS_150669,AD-EFF_249127,TE-EFF_204530,TU-EFF_212018
MN-EFF_580	MN-EFF_580,MN-DS_82617,SF53_24591
WT-DS_231818	WT-DS_231818,WT-AS_271635
EM-EFF_127857	EM-EFF_127857,TG-EFF_280097
ES32_27573	ES32_27573,ES33_35162
IL8_49988	IL8_49988,IL30_15974,IL14_91284
WT-AS_245795	WT-AS_245795,WT-DS_104679,WT-EFF_45405
JI10_46843	JI10_46843,IL36_39789,JI13_346058,IL35_128622,JI3_171545,JI1_157618,IL37_55135,JI11_110085
ES39_15421	ES39_15421,ES30_9855,HP91_5590,HP82_19711,HP24_842,SB3_5096,SB1_1496,ES15_8292,HP36_333176,HP38_9439,HP47_389679,HP20_2836,OC5_1877,HP92_2954,SJ14_4298,NC3_3569,PL16_1357,HP37_194482,PL15_1738,HP80_19989,ES21_50517,HP1_4619,HP18_5019,HP22_6381,OC8_1074,HP49_70646,HP21_11256,HP84_26315,ES42_10425,ES35_11856,ES32_62944,ES17_2518,ES31_4276,OC4_7276,ES46_2610,HP6_117939,HP40_2093,HP32_7304,PL50_551,OC3_269,PL19_2620,ES18_32440,HP48_39926,ES29_9054,HP17_3834,PL68_179326,SJ7_4149,PL1_889,HP35_9650,OC9_172,HP52_8681,ES23_8858,ES38_1784,PL18_2475,HP83_25322,HP59_2644
WT-DS_145615	WT-DS_145615,WT-AS_214318,AH-DS_274011,AH-AS_246497,TE-AS_39756
MN-EFF_176518	MN-EFF_176518
IL16_107750	IL16_107750,IL2_40981,IL26_75837,IL1_90380,IL6_36444,IL3_123780,IL19_68676,IL5_131175,IL25_22786,IL21_86113,IL18_27527,IL4_79221,IL27_2959,IL24_37097,IL20_63047,IL17_10743,IL23_28231,IL22_29454,IL28_67816,IL7_49594
SB3_817	SB3_817,ES39_13748,ES15_5687,PL72_11077,HP22_4081,HP92_2030,PL16_3793,SB1_1881,HP1_401,ES3_5790,HP20_3181,ES42_8307,OC8_3776,OC5_3613,HP24_2948,HP19_5817,HP18_1374,ES30_13395,SJ7_4970,PL1_5272,PL19_2906,IL9_47920,OC4_1503,ES21_73352,NC3_3377,OC3_10897,ES46_6042,SJ5_2896,HP37_113326,PL15_1113,HP21_4295,OC9_2975,ES29_29482,PL18_2177,PL3_6432,ES31_6098,HP35_2925,PL2_5163,OC7_1193,IL10_6675,HP48_87128,ES44_423,HP38_1659,HP47_223696,HP4_92043,HP84_5270,ES17_2251,HP36_54618,HP17_2798,HP34_9462,HP82_24792,SJ14_3980,HP91_2488,ES20_14786,PL66_58155,PL20_1887,HP6_126476,ES43_22534,HP11_28477,PL63_12755,HP40_9536,SJ6_1980,PL75_12018,HP23_4752,ES36_19556,ES16_1946,HP73_13949,PL13_2495,PL5_10304,HP80_3702,ES1_987,HP3_810,TU-EFF_141683,PL68_168436,HP49_46564,IL12_82444,HP59_1838,ES19_23823,OC6_6455,HP72_40285,HP26_4067,PL49_2210,HY1_9350,PL46_9957,PL65_56906,ES18_31859,ES35_25695,HP25_7884,HP74_5934,HP31_6829
JI1_1316	JI1_1316,JI3_343183,JI2_427476
IL39_89105	IL39_89105
JI3_69606	JI3_69606,PL31_360,SF67_137657,NC7_1254,IL5_32836,WC24_17840,KB10_97093,KB14_79922,PL29_2343,OC5_451,ZS1_47206,PL15_1270,WC27_18269,HP7_622,NI3_64056,OC2_1225,IL20_54893,WC43_1261,EM-AS_198608,IL1_49650,SJ9_809,IL14_75838,IL33_55898,HP74_5517,TE-DS_367208,BE-INF_41363,JI2_98017,KB1_68121,IL16_120255,MN-EFF_233598,IL6_37728,WC11_25416,HP58_7172,PL40_3601,FR-EFF_211631,TU-AS_85629,HP67_58394,HP65_180149,KB19_76503,KB21_60284,AH-EFF_1828,SJ13_400,HP52_10915,IL7_20390,ES35_26210,IL24_28022,SF58_99920,HP80_340,WC7_26310,PL59_4503,HP55_43016,WC28_48666,ES33_26912,HP19_5895,JW15_323,PL24_1704,PL55_739,JI1_72245,WC10_9631,HP29_55125,IL13_953,IL11_42220,ZR-EFF_176934,SF64_216816,PL28_30958,WC14_13181,JW5_853,HP89_3159,WC1_8913,XS2_68144,KB7_110570,PL44_33965,WC4_5031,XS1_18899,HP66_166781,HP45_17056,WC12_2613,WC21_10781,HP51_15874,PL65_59425,PL39_36105,ES46_4411,TE-INF_233397,HP39_64026,HP18_3114,SJ3_246,ES34_31293,IL38_76395,WC9_31452,HP17_517,IL17_36483,HY1_6480,HY3_8064,PL52_5247,IL4_126902,HY1_53984,HP10_3454,TE-INF_171373,IL3_99524,IL9_5383,PL32_9676,SJ8_474,HP61_228977,IL41_106400,ES27_1771,HP69_1127,IL31_50442,PL27_1619,SJ10_179,HP56_58210,NC1_183,SB4_2825,ES28_19951,SA1_32231,PL60_19,IL27_10863,BE-EFF_25360,HP5_174288,HP85_3692,ES45_193,IL34_117116,HP88_2270,FD-AS_74983,HP8_2768,JW13_2067,PL47_1081,PL26_109,WC28_24856,SB5_1302,GU3_39778,WC29_44279,IL39_70149,PL70_1200,IL15_11978,HP83_17449,WC41_18551,WC2_5358,PL4_3308,WC3_7052,OC1_1901,IL38_103387,HP13_2184,HP64_181439,WT-EFF_252903,HP87_747,ES16_3736,IL22_53134,SJ15_1082,IL30_5296,SF57_79504,IL18_57512,HP25_3152,PL71_7459,TE-AS_67141,AH-INF_48839,JW7_1694,PL12_25845,HP20_3192,NI2_13878,HP78_38049,SB7_9450,IL25_56183,HP49_7318,PL25_4048,HP48_11105,ES5_2545,NI1_66414,IL10_48597,WC30_32520,HP10_35872,HP26_948,WC15_10719,KB8_30048,ES1_18,PL59_705,SJ4_118,PL66_10863,HP59_4268,WC5_18042,IL35_87778,PL57_34108,WC3_9098,IL30_320,SA2_67280,HP49_6005,JI12_136099,OC11_149,IL8_24531,TG-EFF_199581,OC13_2161,OC16_113,KB5_51328,IL2_148841,ES15_4913,PL37_36162,OC8_2547,HP90_848,WC13_31216,AH-DS_50246,NI1_52072,SF66_76631,KB23_60160,ES36_12689,WC34_30829,ZS3_42267,HP57_124497,WC20_36288,WC2_5334,MN-INF_55939,JI13_288045,FD-DS_96248,PL36_4106,PL16_192,HP22_3358,PL13_12247,OC6_3931,PL62_8335,FR-INF_283270,PL64_48202,PL18_6578,EM-INF_53001,PL21_37158,TG-INF_262102,PL43_27512,JW2_62,IL19_28068,IL26_13461,JW6_596,SJ2_6491,WT-AS_248775,PL63_5155,PL35_1335,SF48_193570,NC3_1181,HP73_14946,JW8_119,WC22_19063,SF62_14767,SJ7_483,WC35_53975,WC8_18747,WC16_16660,PL53_2916,HP38_2037,HP77_58244,PL65_14685,HP44_20300,AD-INF_245815,ES12_13915,ZR-INF_109611,GU2_16263,WC25_4593,WC31_15231,HP39_62371,PL4_449,ES25_2990,MN-DS_224923,ES1_2494,IL10_6212,WS1_151337,MN-AS_188669,WC43_6268,IL32_74551,PL57_26131,HP82_1727,ES45_6230,HP48_66074,WT-AS_276811,SF60_84022,NC2_315,OC3_17,KB18_29671,PL1_7539,OC4_6949,IL35_11240,ES25_39106,GU3_16193,PL12_3252,PL5_8814,TU-EFF_222351,WC33_36691,PL30_2163,HP84_4610,NG1_30887,HP47_126005,AD-AS_60931,PL75_5341,SJ5_2111,WC31_21661,HP17_1686,HP34_15994,HP37_143610,HP47_70817,SF61_94642,HP22_4023,ES42_13664,SJ1_1178,WC6_1684,IL37_89020,OC14_5122,HY3_51098,HP92_5885,SJ5_891,PL66_3876,SB3_5639,PL20_1440,HP79_18390,HP23_2241,HP74_8201,WC23_44038,HP12_248,PL1_2269,HP3_7022,IL8_61735,SB6_335,PL5_5229,OC7_2364,WC6_28903,PL42_58626,HP32_3915,PL46_5482,HP31_4416,ES26_21703,PL53_8032,ES38_4130,HP63_126969,PL22_638,WC26_20687,ES29_22332,KB15_89713,FD-EFF_4986,HP91_451,PL63_3963,JW6_1540,IL29_30763,HP1_418,PL69_112408,SF54_80634,HP75_38920,HP53_23367,IL23_47877,IL28_5814,PL54_2796,ES2_8482,IL36_2756,OC10_53,HP53_25373,NC5_5105,OC17_68,OC7_353,SB1_1535,ES30_1300,IL21_30691,SJ7_2935,HP59_1514,ES30_325,IL12_103434,WT-INF_104516,SB1_4226,IL12_98387,HP70_8686,HP64_67451,HP34_3787,PL58_503,WC8_52178,NC2_227,NC6_113,KB20_91837,PL23_569,NI2_11116,HP40_3000,WT-INF_176504,HP72_63286,AD-EFF_60244,FD-INF_84843,TE-EFF_202347,MN-INF_112183,OC1_1870,PL56_6316,PL50_1313,ES23_5021,HP78_70884,TG-DS_207756,ES23_5445,WC32_47758,ES39_12947,PL45_24476,IL40_45790,HP62_110145,SJ12_1233,PL58_271,HP31_3770,HP21_1920,AH-AS_275562,ZS2_7359,HT2_18963,WC26_8249,ES7_31231
SF48_15689	SF48_15689,AD-DS_121746
TE-EFF_268244	TE-EFF_268244,MN-DS_274754,EM-DS_38250,TE-DS_95441,FD-AS_16411,FD-EFF_103681,MN-AS_138860,AH-DS_340741,AD-INF_165421,AD-EFF_182645,AH-AS_184816,WT-DS_185065,WT-INF_92847,WT-AS_209275,EM-AS_91832,TU-EFF_141488,SF58_24645,SF52_189414,TU-AS_116860,AD-DS_184671,FD-DS_201324,EM-EFF_289016,WT-EFF_283703,EM-INF_129811,MN-EFF_73374,SF62_20221,TU-DS_189857,SF68_201528,SF9_29697,AD-AS_62836,SF8_17857,SF51_22541,SF64_106779
IL15_13879	IL15_13879,IL1_15924,IL16_138461,IL4_72118,IL20_74688,IL18_18615,IL19_11220,IL2_63536,IL17_65571,IL5_19761,IL6_52790,IL22_48186,IL21_115043,IL3_96703,IL26_25443,IL23_17230,IL19_48435,IL25_1555,IL24_50642
PL19_1054	PL19_1054,PL18_4219,PL5_3158,PL13_12741,PL28_76943,PL32_14192,PL4_1360,PL20_5111,PL1_8909
WT-EFF_267332	WT-EFF_267332,TE-DS_43089
ES36_29088	ES36_29088,PL58_3421,PL49_19146,ES44_1074,ES16_3823,PL48_4314,ES16_351
IL32_163393	IL32_163393,IL36_8103,IL37_125084
NG1_549254	NG1_549254,EM-DS_12941,EM-AS_222618
MN-EFF_215824	MN-EFF_215824
TG-EFF_186461	TG-EFF_186461
ES9_4504	ES9_4504,ES11_54045
WC9_14402	WC9_14402,WC5_873,WC3_2833,WC29_27167,WC28_20762,WC1_9544,WC11_3403,WC41_25001,WC32_1543,WC21_20367,IL6_99115,IL3_118796,IL1_22545,IL16_146001,IL12_103204,WC4_18047,WC43_1520,WC33_8768,IL7_26959,IL18_82062,IL17_36151,IL20_89695,IL19_58475,WC7_9767,WC34_20278,WC26_8186,IL26_32862,IL11_36182,WC18_4767,IL2_84675,WC31_43964,WC23_40568,WC14_44417,IL9_90577,IL13_8620,WC30_2038,WC27_20098,WC22_35048,WC2_14181,WC19_1147,WC13_5436,IL25_35018,IL22_11017,IL23_82766,WC17_22183,IL14_91477,IL5_144137,IL28_83800,WC35_15079,IL29_33661,IL10_83168,IL8_14490,IL4_108021,IL30_14039,WC24_19230,IL24_47785,WC10_4309,IL27_30081,WC6_30579,WC25_6685,WC16_39244,IL15_110727,WC15_6436,IL21_7890,WC20_5248,IL36_26539,IL32_164421,IL37_33072,WC12_12698,WC8_10969
TE-EFF_4113	TE-EFF_4113,TE-DS_142934,TE-AS_109113
HP83_148212	HP83_148212,HP91_6293,ES36_30646,ES46_1198,PL75_13222,SJ14_3904,HP92_4855,OC3_3833,SB1_1994,NC3_465,PL66_18119,HP82_17981,PL70_8888,OC4_2803,PL65_12339,HP80_17249,ES45_7996,ES30_7072,WS1_65937,SJ7_3265,OC9_1904,ES38_2234,HP84_27360,ES39_13280,ES42_10296,PL72_3874,OC8_328,ES29_6753,PL57_31844,PL63_11713,HP24_6629,HP36_33237,OC5_1902,HP19_1705,OC7_2229,PL67_19263,HP40_1141,ES23_2304,ES44_325,PL49_82409,HP79_44725,SB3_2209,HP20_4449,HP73_80763,PL68_91869,ES3_8993,HP37_130371,HP74_14534,ES40_1015,PL3_10268,PL19_1476,ES21_76321,HP52_2054,HP6_27144,PL59_2971,HP17_5705,ES43_58304,PL56_7204,HP32_1849,PL61_44564,HP21_1378,HP23_4110,SJ5_4388,PL1_8988,HP1_6315,PL16_3772,PL2_924,NC7_1845,HP38_8756,HP11_153460,HP59_584
TU-DS_351925	TU-DS_351925,TU-EFF_132194
OC7_3700	OC7_3700,OC4_7818
JI13_266586	JI13_266586
HP47_270797	HP47_270797,HP32_3424,HP31_6812,HP49_11800,HP48_184365,PL66_15801,PL63_30086,HP40_4760,PL57_77879,PL72_4453,PL64_104448,PL54_5462,PL59_13934,PL55_4780,HP37_34551
JI5_31241	JI5_31241,JI4_157219
JI7_104868	JI7_104868,JI9_78936,IL36_59362,IL32_146248
SJ14_3076	SJ14_3076,OC3_11478,ES29_97420,PL72_18289,ES39_2180,HP4_172050,HP2_2215
FD-EFF_87468	FD-EFF_87468,TE-EFF_254329,TE-AS_3172
ZR-DS_183151	ZR-DS_183151,ZR-AS_367778,TG-AS_8780,ZR-DS_80373,KB14_44249,TG-AS_115190,TG-DS_13610,EM-AS_112959,AH-DS_81516,TG-DS_125121,AH-AS_155350,SF67_35569,SF51_154228,KB19_42452,KB7_99868,AH-AS_263388,SF66_45611,TE-AS_401754,ZR-AS_364834,TG-DS_113478,SF14_75015,KB10_113668,KB5_4835,SF68_79858,KB21_50963,FD-AS_350207,SF11_61360,EM-DS_284008,KB20_56379,AH-DS_364740,KB12_11452,SF68_210513,SF13_76815,SF65_81447,WT-DS_233798,KB23_51004,SF66_16677,SF49_159982
IL35_108637	IL35_108637
TG-EFF_151906	TG-EFF_151906
AH-EFF_59786	AH-EFF_59786,AH-AS_223331,AH-DS_273003,SF17_58685,SF25_61413,SF24_86328,SF44_458,SF32_33632,SF31_22254
ES32_66817	ES32_66817,ES33_63985,ES36_6764,ES1_1601,ES16_2172,ES29_82295,ES39_4152,ES44_3663,ES31_12823,ES11_165228
JI13_294470	JI13_294470,JI10_76038,JI8_80189,JI14_17373
TU-EFF_161157	TU-EFF_161157,TU-AS_5365,TU-DS_149744,FR-EFF_182918
FR-INF_201206	FR-INF_201206
SF63_42401	SF63_42401,SF62_83581,SF64_222702,SF46_24944,SF47_56550,SF45_43985
JI13_208768	JI13_208768,JI14_118272
WT-DS_289009	WT-DS_289009,WT-AS_259017
LK1_72694	LK1_72694
JI5_14494	JI5_14494,JI4_44837
TE-EFF_123600	TE-EFF_123600,TE-DS_224816,TE-AS_115683
ZS2_42225	ZS2_42225
JI2_205653	JI2_205653,JI1_84004,JI3_175136
TE-AS_229627	TE-AS_229627,AH-INF_154489,ES15_584,AD-AS_318282,SF57_192764,MN-DS_25548,SF61_108964,WT-DS_331417,NG1_621699,SF48_142022,SF64_42403,TU-AS_5318,SF59_10256,TE-DS_99072,TG-INF_48619,FD-AS_134279,FR-INF_2352,TE-INF_123039,TU-INF_82744,SF63_300703,TG-DS_32693,SF55_48006,SF62_122786,PL72_16623,FD-DS_264164,WT-AS_13974,SF68_21760,ZR-INF_54492,MN-AS_133629,AD-EFF_189739,BE-INF_34272,SF60_214624,AD-DS_151989,ES17_3066,SF51_95231,SF50_15122,MN-INF_85897,ZR-DS_218367,AH-DS_165286,EM-AS_206410,SF49_113112,ES29_81000,SF67_190893,SF53_154282,FR-AS_37623,EM-INF_274580,AD-INF_14056,EM-DS_399991,WT-INF_240054,SF56_76534,FR-DS_30545,HP38_13222,ES3_6477,HP47_386966,ES30_14816,HP36_62205,TU-DS_107021,SF65_66193,ES25_20885,ZR-AS_370915,TG-AS_165974,HP18_3080,ES31_4599,HP84_14038,PL63_4363,FD-INF_263342,HP24_3138,HP91_4703
HP35_3392	HP35_3392,HP3_2350
MN-AS_81794	MN-AS_81794,WT-DS_322426,WT-AS_85534,JI5_325050
AD-DS_89661	AD-DS_89661
EM-DS_395304	EM-DS_395304,EM-AS_64881,TE-EFF_72880,WT-AS_337403,WT-INF_138815,EM-EFF_227028,WT-EFF_164641,TE-AS_195116,WT-DS_248752,TE-DS_353826,TU-AS_143020,TU-EFF_336359,TE-DS_290326
IL33_48670	IL33_48670,IL39_57045,IL34_162164
WC32_23771	WC32_23771,WC15_25179,WC20_8434,WC21_36676,WC8_59782,WC29_6357,WC30_46893,WC9_38045,WC33_41647,WC26_102,WC1_34714,WC13_20895,WC41_24075,WC18_31252,WC10_8737,IL14_47210,IL10_41184,WC5_26542,IL29_58008,WC3_21255,WC43_8037,WC34_24586,WC12_26151,WC2_12035,WC31_27196,WC4_20731,WC7_44254,WC23_2263,WC22_17833,WC11_25284,IL12_62593,IL13_56191,IL11_85602,IL8_51323,WC14_25050,IL36_47173,IL31_100777,IL32_13978,IL37_48827,IL37_47566,JI3_362357,JI2_367622,JI1_187281,JI5_151429,WC27_22484,IL36_102248,IL32_109834,JI14_91302,WC35_9965,WC6_28359,JI12_78877,JI13_177393,WC28_20513,WC19_32204,WC25_21908,IL30_31320,WC16_14790,IL9_150,IL15_72594,IL5_138318,IL2_47287,IL6_7745
JI2_373841	JI2_373841,JI3_115193
MN-AS_191068	MN-AS_191068,MN-DS_45466,FD-DS_176812,MN-EFF_171368,FD-AS_95128
JI13_252811	JI13_252811,JI10_171844,JI8_174474
